"lgNOAEL","apol","ast_fraglike","ast_fraglike_ext","ast_violation","ast_violation_ext","a_acc","a_acid","a_aro","a_don","a_donacc","a_ICM","a_nBr","a_nCl","a_nF","a_nH","a_nN","a_nO","a_nP","a_nS","balabanJ","BCUT_PEOE_0","BCUT_PEOE_1","BCUT_PEOE_2","BCUT_SLOGP_0","BCUT_SLOGP_1","BCUT_SLOGP_2","BCUT_SMR_1","b_1rotN","b_1rotR","b_double","b_max1len","b_triple","chi1v_C","chiral","chiral_u","diameter","GCUT_PEOE_3","GCUT_SLOGP_0","h_ema","h_emd","h_emd_C","h_logD","h_logS","h_log_dbo","h_pavgQ","h_pKa","h_pKb","h_pstates","h_pstrain","Kier3","KierA1","KierFlex","lip_acc","lip_don","lip_druglike","lip_violation","logP(o/w)","logS","mutagenic","nmol","opr_brigid","opr_leadlike","opr_violation","PEOE_RPC-","PEOE_VSA+0","PEOE_VSA+1","PEOE_VSA+2","PEOE_VSA+3","PEOE_VSA+4","PEOE_VSA+5","PEOE_VSA+6","PEOE_VSA-0","PEOE_VSA-1","PEOE_VSA-2","PEOE_VSA-3","PEOE_VSA-4","PEOE_VSA-5","PEOE_VSA-6","PEOE_VSA_NEG","PEOE_VSA_PNEG","PEOE_VSA_POL","PEOE_VSA_POS","PEOE_VSA_PPOS","petitjeanSC","radius","reactive","rsynth","SlogP","SlogP_VSA0","SlogP_VSA1","SlogP_VSA2","SlogP_VSA3","SlogP_VSA4","SlogP_VSA5","SlogP_VSA6","SlogP_VSA7","SlogP_VSA8","SlogP_VSA9","SMR","SMR_VSA0","SMR_VSA1","SMR_VSA2","SMR_VSA3","SMR_VSA4","SMR_VSA5","SMR_VSA6","SMR_VSA7","TPSA","VAdjMa","VDistEq","vsa_acc","vsa_don","vsa_hyd","vsa_other","vsa_pol","weinerPath","weinerPol"
1.0791812459999999,0.8192447434327486,-1.0425720702853736,-0.8884466636327039,0.24659921465995382,-0.15221302418121374,-1.1190809478601949,-0.234283441668199,2.282995215267607,-0.844184766383331,-1.116512402387236,-1.0459394920130025,-0.15804684704761787,0.6740593715850332,-0.2782557509695099,0.17857091381981482,-0.7578480855249788,-1.0895707465917681,-0.1821533382952466,-0.40736836196319326,-0.6647950462857488,0.25364664251932467,-0.8984612283730893,0.9342295893447592,0.9111614147207643,-0.7944956586557743,0.9504240460060145,-1.0759365764056767,-0.02652562974035677,-0.33802632238239794,-0.746888717576072,-0.32439347991746437,-0.17319904296911956,1.448822761544093,-0.3353019907947762,-0.24761966016070872,-0.0587875183591855,0.7651508336413286,1.2793757024096861,-1.2107223158361582,-0.4423955409700444,0.22344030247975222,1.4553841336041036,-1.115370194967909,-0.3505473002663191,0.06317443574217234,0.5685039471767022,0.47443406100955343,-0.3769062554086666,-0.31189370807657835,-0.36893512840304965,0.07415108230703371,-0.35852832561876613,-1.2715480208051697,-0.9298508131397685,0.1046384046696236,2.50359610032155,1.7019253821654299,-1.2935001310029133,2.2615778340611903,-0.25573277103621095,1.6546153480521766,0.24761966016070946,1.3588737851612018,1.3612234214311096,-1.251366650492749,-0.6333186661123811,-0.7081708202124697,-0.5009647351673095,-0.32197265327684094,-0.48735631455571654,-0.4259221990926034,4.240559171143014,-0.41501260563314857,2.39511212940336,-0.5589911818853838,-0.5146145634956185,-0.53569573261627,-0.35841358313231186,4.466066534349154,-0.8643607699186766,-0.8258194686031952,-1.8871717769812553,-0.6360301865887305,0.765703287672741,-0.26697608222245495,1.509116533676349,1.2313744913785358,1.6451152174234291,-0.8557978487328125,-0.6184608367262558,-0.6192770249928462,-0.6474394975787385,0.15305055672349943,-0.46411012732096896,-0.3633554379589405,3.5452649979626853,-0.47645720382000434,-0.45127341976052915,1.1243669757770403,-0.6956814687604457,-0.7803557523173246,-0.527902564011553,0.2371521945625934,-0.4804334766431955,2.470529189579449,-0.6130096131142205,-0.4953147933687614,-1.2618539923764174,0.9932890150791671,0.2872891096352994,-0.7272077586987493,-0.5086338541053343,1.3758012502735673,-0.8055360156019324,-1.0827295825942886,0.29097172911831415,1.1352872696683969
1.477121255,-0.5515765843152589,-1.027551455828829,-0.8690313832616713,0.2143718421295887,-0.17861299904839845,-1.112058896793625,-0.21723098641963165,0.7543845213774545,-0.847954044067135,-1.1177960341584634,-0.7832153806852742,-0.17004531538526735,0.8179999933811656,-0.2642455577190404,-0.8369357736955712,-0.7846850843401452,-1.084037528810914,-0.1821533382952466,-0.41850669299657256,-0.3785956574300937,1.1465157754587754,-0.8049797996381682,0.8277927349981218,1.8800610049797326,-0.6017534688950459,1.055675063324689,-0.8848442709510982,-0.9113094414325166,-0.9459658173151815,-0.7020850104627623,-0.6424661429446858,-0.16240480725110024,-0.04967368480715684,-0.3493483090518346,-0.2656356560160223,-0.7815310510262479,-0.44756943117119885,1.3635613233882793,-1.2496847055789027,-1.04509569357274,-0.6653142692570263,0.5823750075262335,-0.1478818780636939,-0.3474446540676622,0.057698288675233925,0.5652700888291671,0.5042425737297989,-0.37967292242662243,-0.33710392177962345,-0.8620556322723234,-0.9153289477029831,-0.6736144101404955,-1.2571839038578279,-0.9364604535084652,0.12104792509788354,-0.3513279814689798,0.5189724843637276,-0.5221015616964895,-0.46376387623357307,-0.2392969601752002,0.5512680969829162,0.263656331754075,-0.41594062607877863,1.9895007519673649,0.4041504666911131,-0.5022721615602174,-0.6902598510255152,-0.4885849575189787,-0.32581161729918795,-0.47614223784211623,-0.44359042000749827,-0.570140890016722,0.533350951625584,-0.49526614499207416,-0.5476267600325218,-0.5319462518289186,-0.5389919504627723,-0.35475457224169704,-0.6804726202878576,-0.8856465814924722,-0.8457153538035518,-0.340049618949829,-0.6480927438227495,-0.402366290287572,-0.6127215400181172,-0.6658932078960015,1.2572759072538093,0.5762172300226724,-0.8370254529615628,-0.6423968300251579,-0.6157128242965539,-0.6835292569673413,-0.5493662891789802,-0.472639820165869,0.7537113959426525,1.1437255157381625,-0.4685564376049572,-0.4519803187865825,-0.29476328485694525,-0.7134707922566625,-0.7759955033984265,-0.5445890650945977,-0.4985355932278729,-0.10634377643165643,0.44545411237311416,-0.622899187398173,-0.4873064667266015,-1.268413474280581,-0.054969135596508956,-0.6318000546734548,-0.7187067195575025,-0.5033746112379827,-0.19270189872183363,-0.8176050807116145,-1.085708820199394,-0.5620675732058351,-0.24049290762041875
3,-0.16051549227913742,-1.0350325411976797,-0.8819391910970353,1.2743751640763665,1.3171429377182147,1.3711653265781585,-0.208330283805053,0.7409059266661937,3.1042352117116194,2.387682374408763,1.2342093366598874,-0.17029993366139481,-0.3682165714914467,-0.2782557509695099,-0.6114690984690352,0.008682730355188517,1.3546770815290665,-0.1821533382952466,1.7994891605120322,-0.2852343757200746,0.857424948063537,-1.8460403641484153,1.119645757894206,0.5701131243177286,-1.8281043126454166,1.0579702372431954,-1.5742642421018116,-0.6106003447837578,-0.6673683785901112,-0.7161469125968307,-0.31090195062645887,-0.18215333829524646,-0.16324651314934724,-0.3422123873971964,-0.2633377036693431,-0.29769084586629524,0.16966868864114115,-1.1297309614064956,0.5796960784317511,1.7096396386547748,-0.3683618408945958,-0.40693170789602884,0.45202017104380565,2.410347538613945,-1.661493071048045,-4.062993196085235,0.49016229542423506,1.0853561125529128,2.5430547520144198,-0.49583307940275845,-0.0771584997719228,-0.4731923620477283,1.0176911048863426,2.4334009948181694,0.12104792509788354,-0.3575860276176271,-0.6341001855135586,0.10653447168647157,2.1484571409187985,-0.23074121655326874,0.5251569229306052,0.24761966016070858,-0.42931783711359384,-0.8980897499911814,-0.5168450008669816,-0.38666209401393803,1.7919423695857424,-0.5038218456741922,-0.319094693612788,-0.4826584458368118,-0.23111477688856188,-0.5837382007367237,-0.422697371138059,1.1438753486918347,0.81963318216713,2.7057257005787765,-0.5508785093288997,-0.3490601637070488,0.30219997367782025,1.3688831329756348,0.41913842817563507,-0.415570224464229,-0.4659870377718694,-0.14043052578522985,-0.25502075015130865,-0.6545942672580024,-1.2315013852295964,-0.8485416793485739,2.4502001706330843,1.664563160706492,-0.23808984216854023,-0.6672210076449765,-0.574771169372516,-0.4035093238735582,-0.3688817435264857,0.514606328790377,-0.47749970925718355,-0.9791397806175852,0.07395591985129313,0.7706432414874503,1.2003374403911775,-0.474999904456628,-0.2977945883878296,0.059316801923080864,0.4073689411167505,-0.6118508673856514,-0.9984883947771022,1.766013998559739,0.5137081089815156,0.08316534460898062,-0.7368070463292873,1.9160859914985588,-0.8011492257872388,-0.22209114298720756,2.3875707435435722,-0.21438870780438135,0.4825347860750917
2.477121255,-0.5298025796093151,-1.050171333462865,-0.8884466636327031,0.25017848574331325,0.583102805213611,0.7445833048379258,-0.22602823101471597,0.05616690397007984,2.2379787565255245,1.5778338801461238,1.2676649750281719,-0.15979683503688785,-0.3636126506022949,-0.26605302760000216,-0.5915669954755007,0.04926015178237386,0.6943020483176716,-0.16240480725110024,1.7952540956166008,0.4738784509934999,0.6635804375678802,-0.0803915407160376,0.3417472241904731,0.30893453592780595,-0.5488899062955845,0.28745574580396616,-0.27041926055828924,-0.6249971725797616,-0.5744389216024548,-0.7171826254336929,-0.3321900188872021,-0.17319904296911956,-0.547556792117551,-0.3347896370262776,-0.2509439938836611,-0.766423397246988,-0.16880879237304391,-1.1461462645811484,0.23189440809746564,1.1213364446433796,-0.6234124845946959,-0.47882191678794583,0.6975415534285755,2.1061375126460877,-1.5221484164552956,-3.7681562091450878,0.4683100384130592,-0.3711737893846072,2.4213137471485258,-0.5554179627712144,-0.33831989449931665,-0.47152575168547994,0.5539398680993857,1.574025623690411,0.10463840466962537,-0.3604454619605488,-0.9024874195602978,0.5523581279802106,-0.4809384158438256,-0.25573277103621006,-0.2040756023250322,0.2557327710362096,-0.4349473294863199,-0.6778907561205065,-0.5877353924777822,-0.6486995067295158,0.6512737351643261,-0.2257522036618952,-0.3195302888069411,-0.4729856983524026,-0.24585752346947454,-0.20999874062435653,0.11837785482561747,-0.4861301154733587,-0.5379195557897561,2.5437983949216174,-0.5456003105676516,-0.35362131703306077,0.4166205580186009,1.284893149404036,0.38244858178013597,-0.7966115653241856,-0.4734670174141977,-0.3389706414111573,-0.5898838357886812,-0.7000783348256704,-1.1832837097477245,-1.0804077522028928,1.3887010185286108,1.4673078778588793,-0.25572349116141657,-0.681882091892195,-0.3010517322742814,-0.40177736107895173,-0.3490984127022125,-0.12634815777072694,-0.4782824547132596,-0.5111150618156737,-0.434747057135757,0.6535275374438932,0.17708217896515221,-0.45092834861655934,-0.5271392667199379,-0.2883844794082885,-0.06867565617291826,-0.6408225010279422,-0.4545389073656654,1.121866489998662,-0.03845385019918801,-0.48208876260303546,-0.7208141234599224,1.9165075243044196,-0.9313848183548077,-0.21708651155518077,1.6847436773277273,-0.5009296636716516,-0.16000665137098324
1.602059991,-0.5891136546945772,0.9696612329652334,1.1465372031267438,-0.8236391829189466,-0.9035716422448393,0.09394603646783062,-0.21723098641963165,0.0180091795554298,-0.847954044067135,-0.3625654211162703,0.37044561008974153,-0.17004531538526735,0.8179999933811656,-0.2642455577190404,-0.5850336215254757,-0.7846850843401452,0.09621634871102835,-0.1821533382952466,-0.41850669299657256,0.11303430017780203,0.829359017130967,-0.6823716843991228,0.03871762871910556,0.7811522434795997,-0.3837610863784433,0.40385455424415406,-0.2619284845688712,-0.32569499245609157,-0.13538948658086247,-0.7020850104627623,-0.6424661429446858,-0.16240480725110024,-0.7819782781060972,-0.3493483090518346,-0.2656356560160223,-0.2940676158098767,-0.6721210793453833,0.27721467068529604,-0.5396940594408471,-0.5383459666007179,0.07014869675896018,0.026021889599507686,0.33981840532691,-0.3474446540676622,0.057698288675233925,0.5652700888291671,0.5042425737297989,-0.37967292242662243,-0.33710392177962345,-0.6381267792529476,-0.45519792295669426,-0.3467686397358669,-0.36748452574305757,-0.9364604535084652,0.12104792509788354,-0.3513279814689798,-0.03587491527191666,0.2835732959379462,-0.46376387623357307,-0.2392969601752002,-0.22898828643905644,0.263656331754075,-0.41594062607877863,-0.0736317521613914,-0.5449710911073734,-0.1654687273636758,-0.30141457267953864,2.3974390329207607,-0.32581161729918795,-0.47614223784211623,-0.44359042000749827,-0.570140890016722,0.533350951625584,-0.49526614499207416,-0.5476267600325218,-0.5319462518289186,-0.5389919504627723,0.1511275954462551,-0.5789864973002509,-0.6621332682696641,-0.7292870043179556,-0.08486477755804156,-0.6480927438227495,-0.1105272724337425,-0.26113911788713895,-0.6658932078960015,-0.7470052995313619,-0.003163503036080373,0.03823926238201991,-0.6423968300251579,-0.6157128242965539,-0.6835292569673413,-0.5493662891789802,2.27815334367433,0.7537113959426525,-0.15473130728539997,-0.4685564376049572,-0.27647259464762075,-0.4605287805343603,-0.7134707922566625,0.14480479056430196,-0.5445890650945977,0.795083620542499,-0.4826575750286252,-0.530943698088442,-0.622899187398173,0.6893717542877928,-0.7282798139436143,-0.20309799866054945,-0.22944561090366244,-0.40358871972491733,-0.5033746112379827,0.06014806376460946,-0.8176050807116145,-0.8761071988602009,-0.5403518066350255,-0.3171396079705755
1.301029996,-1.0055867363302866,0.9626526432118279,1.138108015555845,-0.8210927726960373,-0.8980129117048123,-1.1272910239789022,-0.22585450318234906,0.019972844932390377,-0.8204157029166295,-1.1109729231080403,-0.04967741676628634,-0.16772892513626173,1.762434148128086,-0.27321625627463186,-1.2389432587215423,-0.7600865880178588,-1.086733184508209,-0.14100833665930224,-0.41850669299657245,0.12753683054995557,1.5391622278560035,-0.992030818356475,0.8878706318683363,2.1775446056581647,-0.5314609224485003,1.5338918665584358,-0.8083863037869541,-0.8929325635921855,-0.9278193543355123,-0.7287651305769167,-0.6334829789054224,-0.1821533382952464,-0.7706770208505334,-0.3325731442760909,-0.24600081029866117,-1.0177106820092177,-1.4245058525665542,1.35137172543101,-1.1340807465792822,-1.2576714059629808,-0.99767916719289,0.3640374789690144,0.13167488038309427,-0.33026089700667766,0.06346007209717852,0.5719257540267964,0.4895323809977645,-0.38352716539298815,-0.3085629653712683,-0.8117183407443174,-0.8009731749874454,-0.4510783823241457,-1.2401922430434638,-0.9034990640216007,0.1046384046696236,-0.3413692158677745,0.22557559629709334,0.02743545026741545,-0.4464026907612012,-0.2476196601607068,-0.25053280506979614,0.23929696017520108,-0.41864117970007736,0.09216834291306442,-0.3271894446752086,-0.3180870300595596,-0.6907214785849726,-0.5191882932608326,-0.3076127748056363,-0.49534362268913157,-0.42959172355702097,-0.5982891260523727,1.3989907695124677,-0.4597464519319998,-0.557931262138063,-0.4951598633385119,-0.5544162361959202,-0.3551826664929883,-0.11005865128795067,-0.8661821444733362,-0.8239640490144502,-0.9395402822093056,-0.6304779827888775,-1.5135345545011492,-0.5912143357533606,-0.677236770584891,-1.1693940105719416,0.30193539438886563,-0.8143412865273378,-0.6428584707110097,-0.6121852290460483,-0.6906674162305342,-0.5688129370704574,-0.4571524073613617,1.8765429111465224,0.15943311402095794,-0.4803754367295826,0.18317287710034424,-0.7856819607153973,-0.6985576138080352,-0.7701605144801563,-0.5306279268798338,-0.10061392800283298,-0.4830526302399747,-0.28828181973668665,-0.6438345782200782,0.13078076629659674,-1.252734801595025,-0.7641122580838049,-1.102214829517941,-0.7264037338990583,-0.48815980119066804,-0.43761345502218885,-0.8223163793051061,-1.0707259515880256,-0.6777853108672086,-0.7909517549439927
2,0.6286131144451086,-1.0350325411976797,-0.8819391910970353,0.22756699358506505,0.5812493125962972,-0.5054047402098016,-0.208330283805053,0.01253536296229596,-0.06019292654288433,-0.34513892141927627,-1.2130260772559103,-0.17029993366139481,-0.3682165714914467,-0.2782557509695099,1.2933330592900374,-0.7901284623221374,-0.4811209929489483,-0.1821533382952466,-0.3981170709097414,-0.5297046508479086,-1.0857936161261676,-0.37161986087774856,0.5430074300792114,-0.308767553321049,-0.372131753021981,0.5123814808517917,-0.649835488042493,1.4445910596103522,1.3156340655802965,-0.7161469125968307,1.9904872011372126,-0.18215333829524646,1.34005385541928,-0.3422123873971964,-0.2633377036693431,0.9359829297958235,0.7654519949564449,0.678406514309303,-1.0294342061903032,-0.46068704434264607,-0.5281353327191332,1.3804347397450112,-0.8419877958477426,-0.3345889983687747,0.04014775228767105,-0.6912102805553051,0.49016229542423506,-0.27180774962145904,-0.30550062879555095,0.5645814738344168,0.2698005144127724,0.31922504915075367,-0.8121639110656479,-0.09782516562083099,0.12104792509788354,-0.3575860276176271,1.2551706053131872,-1.0865833411085586,-0.4637638762335738,-0.23074121655326874,-0.24994099540547465,0.24761966016070858,1.2395796705392494,1.952865237081868,1.4335049990326392,-0.6481524397805567,-0.27162199354727123,-0.5038218456741922,-0.319094693612788,-0.4826584458368118,-0.4260024536157743,1.2255518923495026,-0.422697371138059,-0.4880435918497354,0.81963318216713,-0.5151581612321803,-0.5508785093288997,-0.3490601637070488,-0.3846643403699689,-0.8740506811838645,-0.8248757062387037,0.6238729793484401,-0.6323757680105468,0.7700115999080692,0.44533474280153906,-0.6545942672580024,1.235581959513417,1.1602992997914925,0.18355235770963696,-0.6432997691762603,-0.6101826427952491,-0.6672210076449765,-0.33187737308884424,0.2173360214512185,-0.3688817435264857,0.12884138440414472,2.0499557445572787,-0.48413733926144464,0.46355885581791334,-0.7108489477148149,0.2626742333290195,-0.5521810950560202,0.08374642773032148,-0.5010861413368958,1.8145120905579109,-0.6118508673856514,-0.6021461942567915,-0.6744580705222846,0.4098277210827437,1.0656837363289609,-0.7368070463292873,-0.5081627039801402,0.7561898346879823,-0.8018412499228136,-0.5273803635304772,0.014051092581265578,-0.11669851406765575
1.716003344,-1.12424555565794,0.9626526432118279,1.138108015555845,-0.8210927726960373,-0.8980129117048123,0.7395029117301599,-0.22585450318234906,-1.0825281953355719,1.51396299816574,1.2149071788728871,1.659699453901851,-0.16772892513626173,0.7072674997910976,-0.27321625627463186,-0.9824178728197075,-0.7600865880178588,0.712896969037385,4.183247320892632,-0.41850669299657245,1.2511125241083971,0.1822739632248851,-0.5181890938436695,0.1588027088425239,-0.13145645939287398,-3.13840086072621,-0.26143271380704425,-0.5418837519827935,-0.30263462933723184,0.56917063582648,-0.7287651305769167,0.35993351074171764,-0.1821533382952464,-1.395396419219962,-0.3325731442760909,-0.24600081029866117,-1.0177106820092177,-1.1327839255411831,-1.0581077625712982,0.030879917437790505,0.9121175332262801,-0.22602321262628222,-1.114953237263647,1.3104630277548448,1.8626878421623652,-3.1513697425596434,-3.6872859405500806,0.4895323809977645,-0.3826246784805436,4.131531863048561,0.467521078641409,0.05037811356507804,0.3332827604146178,0.09168736427169688,0.80448546796444,0.1046384046696236,-0.3413692158677745,-1.570481910987443,1.4892719092076134,2.232013453806006,-0.2476196601607068,-1.18285263696998,0.23929696017520108,-0.41864117970007736,-0.6929533824300043,-1.2617606383054076,-0.648131909318278,-0.6907214785849726,0.23557439580444972,1.8120093623660845,-0.49534362268913157,0.18623122177828627,-0.5982891260523727,-0.3996441391689225,2.29015183199781,-0.557931262138063,2.5200667333648035,-0.5544162361959202,-0.3551826664929883,0.23780735767374894,1.246877727639669,0.981399886189898,-1.2317833236322038,0.5655195331312793,0.799546398615643,-0.9188752929178742,1.4712385016154534,1.287253888827557,-1.6392438822604323,1.828079689478517,-0.6428584707110097,-0.6121852290460483,0.4239788164453211,-0.5688129370704574,-0.4571524073613617,-0.3569792829320316,-1.0573304833404997,-0.4803754367295826,-0.22217559296920197,-1.1479323624032263,-0.062252978427218,0.9377752163970389,-0.5306279268798338,-0.9436280400671354,-0.4830526302399747,-1.2806913214514164,0.6876066728972442,-0.2710851494018245,0.43429167656549716,-1.2545240947695309,-1.0055271082540034,-0.7264037338990583,-0.48815980119066804,-1.2776619038387347,-0.15479348171599938,0.9129302112028919,-0.6967929128644571,-1.0894853403997766
1.343478931,1.8128395600081455,-1.0386520486804331,-0.872680864774025,1.2730494934490633,1.2988630915780959,0.09916662569910395,-0.2109486905999971,1.1014399139089097,-0.07344804969740681,0.026347770652222158,0.9859500718489835,-0.16360537926764152,1.9614811185691337,5.169324203700372,0.917285165766428,0.8101587630904189,-0.5087930290411491,-0.17214067833014615,-0.39728634774082866,-1.1165153992859738,-2.0372328004774722,-0.6171482562133053,0.5715722050999548,-1.8710934128529821,-0.4537280109394317,0.6648561276534983,-0.6151252249471317,0.24999882743221724,-0.39578911276005324,0.3168206216385564,-0.31787429718396,-0.1514209038456412,1.7579302142258364,2.0668088306883536,-0.2553765718331795,0.6553582544504206,1.98366444427693,-0.5781582027118279,0.6736887459112624,0.3089156615687485,0.4283145561310513,0.6143123045552517,-1.6767184104364408,-0.3419262980565307,1.7833885443352009,0.5685804450948688,-2.4834872887311077,-0.2400809943787161,0.5494153783640267,0.17063107013672352,1.8808819885102355,0.22016729216792064,0.09969037114397228,-0.08483367557819732,0.12082681528642603,2.369636512476106,1.4924414025973403,-1.730531788363711,-0.4512317678347229,-0.23030363891594074,2.0932504786231774,-4.031576628107577,3.046870905515365,-1.0792726039153793,-0.29031194498294377,2.1053621631783965,-0.3786816038508735,-0.5103795097524055,-0.33218358243375407,1.072175687277079,0.014828049056217874,1.053968441223651,1.577731434920339,-0.47480578590967903,3.21653244572821,-0.1739475016528375,0.4598079184340643,-0.34249141958601176,2.759462912295808,0.02608677994098063,0.17737461366558516,0.27976093600947727,0.2720380258762819,0.16899650885637785,0.4109205643174789,-0.6416957017226871,-1.1320291803917597,2.047861867988867,-0.1156050164867306,-0.2608767303971885,-0.6195181566921244,1.0376505164550966,2.6119154087025,-0.4486171232923265,4.809360482480688,1.0015751893649956,0.3022798255470968,0.9814233216701886,2.034593947034641,-0.0008518566544448714,1.2336356303092013,1.2983715189864464,1.65576048043265,-0.48052343631294364,0.9296649399030676,1.4736532738099797,0.18404407511141185,-0.3044605902888561,1.699365081836513,1.039267713866415,0.13657571469574448,0.32091815535542023,2.056733911078914,-0.1269458471590338,-0.277236479570085,2.33179505125642,2.467129404129444
2.079181246,2.384376208898435,-1.027551455828829,-0.8690313832616713,1.2523828671781239,1.271304287344483,-0.5090564301628971,-0.21723098641963165,2.2271352050215034,-0.847954044067135,-0.7401807276373669,-0.2211180101208674,-0.17004531538526735,-0.36403141066701095,-0.2642455577190404,1.9339879001754792,1.59523890772447,0.09621634871102835,-0.1821533382952466,-0.41850669299657256,-1.0105586862216631,-0.13175566505105074,-0.24582616097030363,-0.11527009869365279,-0.31628219782779965,-0.48096805283438804,-0.03436272489703729,0.007146718660481222,0.5527266810085459,-0.29035260928862483,0.29675758174199196,-0.31829675454846407,-0.16240480725110024,1.3653241956413777,-0.3493483090518346,-0.2656356560160223,0.924590972231051,1.6964837954001455,-0.019413223882593478,0.7183185052645582,0.6580891817938923,1.8065753706161682,1.228898602501632,-1.50593260213492,-0.3474446540676622,0.057698288675233925,0.5652700888291671,0.5042425737297989,-0.37967292242662243,-0.33710392177962345,0.04323756027668457,1.3295834806794637,-0.11449365443454862,0.9670645414290979,-0.9364604535084652,0.12104792509788354,-0.3513279814689798,1.1692728580802412,-1.070662325740585,-0.46376387623357307,-0.2392969601752002,2.2678321405112563,0.263656331754075,1.2240538424604053,-0.9026446046241753,0.49532504152206647,7.504602262752237,-0.6902598510255152,-0.4885849575189787,-0.32581161729918795,1.1899458396841955,-0.44359042000749827,0.9801050013788997,-0.40351023560593424,-0.49526614499207416,-0.5476267600325218,-0.5319462518289186,0.569492948174485,-0.35475457224169704,0.6476338841523845,-0.1683222515116065,-0.13007678817032509,2.4159241782050964,-0.07148517611393124,0.7649900262725886,0.44202572637481796,1.496301208331015,-0.7182701222374308,1.1704903913830822,-0.46412139318995554,-0.29250124587715437,-0.14279884315437086,-0.6835292569673413,2.130561649376019,7.199784825559697,-0.35429460807557084,2.265693087818291,-0.4685564376049572,-0.9687602012761661,2.671220712205893,0.3093108940356806,-0.7759955033984265,-0.09618747499664965,0.6414849915276023,0.12213244563331022,1.4218519781760315,-0.35394571135038233,2.1437097391399655,-0.21447980693111135,1.7180116055295969,1.1489410281136667,0.135046785982044,-0.5033746112379827,2.96496550676429,0.03520099608161553,-0.5178322816323184,2.6410079959885815,3.0553152074363163
